title_id,title_name,title_type,title_synopsis,title_avg_rating,title_release_year,title_runtime,title_rating,title_bluray_available,title_date_modified
ApQyf,A Beautiful Mind,Movie,John Forbes Nash Jr. was a brilliant economist -- when his mind was clear. But life changed forever with the revelation that he was schizophrenic; although his brilliance persisted amidst the anguish his mental illness caused for him and his wife.,4,2001,8040,PG-13,0,2010-10-17 17:17:54
ApQyg,The Royal Tenenbaums,Movie,The early promise of Tenenbaum child prodigies Chas; Margot and Richie is short-circuited by the flaws of their father; family patriarch Royal; in Wes Anderson's New York fairy tale about a dysfunctional clan of eccentrics.,3.3,2001,6600,R,0,2010-10-10 07:14:19
ApQyI,MASH: Bonus Material,Movie,"Take a look at some of the fascinating behind-the-scenes stories detailing the history of the classic 1970s comedy that spawned a hit TV series. The MASH Bonus Disc includes the following special features: an all-new documentary; ""Enlisted: The Story of M*A*S*H""; a background documentary; ""M*A*S*H: History Through the Lens""; the 30th Anniversary M*A*S*H Cast Reunion; and a film restoration featurette.",3.5,1970,6840,R,0,2009-10-07 05:06:22
ApQyj,Monster's Ball,Movie,Death row in the Louisiana State Penitentiary is the hothouse backdrop for this hard-hitting drama about racist prison guard Billy Bob Thornton; who falls in love with the wife of a condemned man he helped execute.,3.4,2001,6720,R,1,2010-09-15 07:12:34
ApQyk,Charlotte Gray,Movie,A Scottish woman searching for her missing pilot boyfriend during World War II must choose between finding her lost love and taking a stand when she meets a local farmer and his son; a leader in the resistance who's harboring two Jewish children.,3.6,2001,7260,PG-13,0,2010-07-12 21:17:45
ApQyl,I Am Sam,Movie,After fathering a child with a homeless woman; Sam -- a grown man with the mental capacity of a 7-year-old -- raises the baby himself until an incident at a birthday party finds the Child Protective Services deeming him an unfit guardian.,3.8,2001,8040,PG-13,0,2010-07-27 03:03:37
ApQyN,High Heels and Low Lifes,Movie,When two girlfriends eavesdrop on a phone conversation describing a bank heist in their London neighborhood; they decide to blackmail the culprits for $2 million rather than report the crime to the police in this hilarious action comedy.,3.1,2001,5160,R,0,2010-06-14 21:05:56
ApQyO,Life as a House,Movie,Faced with a sobering diagnosis of terminal cancer; George decides to construct a beautiful new house on his land overlooking the Pacific Ocean; while at the same time trying to connect with his estranged son.,3.9,2001,7440,R,0,2010-07-30 07:05:23
ApQyR,Spy Game,Movie,In this espionage thriller from director Tony Scott; veteran spy Nathan Muir is on the verge of retiring from the CIA when he learns that his one-time protégé and close friend; Tom Bishop; is a political prisoner sentenced to die in Beijing.,3.7,2001,7620,R,1,2010-10-17 03:21:15
ApQyt,The Object of My Affection,Movie,In this cosmopolitan comedy; love triangles and romantic entanglements give the word complications new meaning. Jennifer Aniston portrays Nina Borowski; a straight woman who asks gay George Hanson to move in with her only hours after the two meet.,3.4,1998,6720,R,0,2009-10-07 05:06:22
ApQyu,Stealing Beauty,Movie,American teenager Lucy Harmon returns to the artist's colony in Tuscany where her deceased mother was once the resident poet. Lucy has arrived to learn more about her mother's past; unaware of the the emotional and sexual revelations that await.,3.3,1996,7080,R,0,2010-10-18 17:38:56
ApQyV,Ocean's Eleven,Movie,Less than 24 hours into his parole; charismatic thief Danny Ocean is already rolling out his next plan: In one night; Danny's hand-picked crew of specialists will attempt to steal more than $150 million from three Las Vegas casinos.,4,2001,6960,PG-13,1,2010-01-13 08:45:08
ApQyW,Lantana,Movie,As he grapples with guilt about his own extramarital affair; detective Leon Zat dives headlong into a missing-persons investigation that crisscrosses the lives of four couples; all of whom have secrets -- including Zat's wife and her psychiatrist.,3.3,2001,7200,R,0,2010-09-15 18:05:29
ApQyY,Vanilla Sky,Movie,David Aames has it all: wealth; good looks and a gorgeous woman on his arm. But just when he's found true love with warmhearted Sofia; his face is horribly disfigured in a car accident; and he loses everything... or does he?,3.1,2001,8160,R,0,2010-11-06 16:30:27
ApQyZ,Gangs of New York,Movie,"Amid the savage Irish and Italian rivalry that dominated New York City in the mid-1800s; Amsterdam Vallon hunts down his father's hateful murderer; Bill ""the Butcher"" Cutting. Along the way; Vallon falls for the charms of a streetwise pickpocket.",3.5,2002,10020,R,1,2010-06-23 15:43:37
ApQz2,Burnzy's Last Call,Movie,As the rest of Manhattan slowly gives in to gentrification; one local gin joint stands as the last battleground for individualism.,2.4,1995,5280,NR,0,2010-02-19 02:08:46
ApQZ7,Suspect,Movie,When a Supreme Court judge commits suicide and his secretary is found murdered; all fingers point to Carl Anderson; a homeless veteran. But when public defender Kathleen is assigned to his case; she begins to believe that Anderson may be innocent.,3.5,1987,7260,R,0,2010-10-18 03:21:43
ApQZ9,The New Adventures of Pippi Longstocking,Movie,After washing overboard during a ferocious storm; the titian-haired troublemaker drifts ashore (along with her talking horse and monkey) to a seaside village; where she proceeds to turn the town upside down with her high jinks and magic powers.,3.5,1988,6120,G,0,2010-11-12 18:14:48
ApQza,Three Men and a Little Lady,Movie,Tom Selleck; Steve Guttenberg and Ted Danson are back in this uproarious sequel to Three Men and a Baby. It's 5 years later; and the swinging bachelors have devoted themselves to their foster child's every whim.,3.3,1990,6180,PG,0,2010-08-26 07:09:44
ApQZb,Boxing Helena,Movie,Gifted surgeon Nick Cavanaugh seems to have it all -- except his heart's fondest desire: coldhearted temptress Helena; who unceremoniously dumps him after a one-night stand. Though she repeatedly rebuffs Nick; he maintains his obsessive pursuit.,2.7,1993,6360,NR,0,2010-08-11 23:50:42
ApQzc,Three Fugitives,Movie,Fresh out of prison; former stickup man Daniel Lucas finds himself taken hostage at a bank by would-be robber Ned Perry; and the cops -- aware of Lucas's history -- naturally assume the two are a team.,3.2,1989,5760,PG-13,0,2010-08-12 06:40:26
ApQzd,Turner and Hooch,Movie,In director Roger Spottiswoode's farcical comedy; fastidious detective Scott Turner is saddled with a slobbering new partner -- a dog named Hooch. The pup's previous owner has been killed; and he and Turner team up to collar the culprit.,3.4,1989,5940,PG,0,2010-08-17 05:53:49
ApQze,Tin Men,Movie,A nostalgic evocation of a simpler era; and perhaps the best of director Barry Levinson's quartet of Baltimore-based film reminiscences; Tin Men immortalizes a fast-talking; early-1960s breed of salesman who pushed aluminum siding.,3.3,1987,6600,R,0,2010-07-28 23:32:53
ApQZF,Beautiful Joe,Movie,"Poor Joe (<a href=""http://www.netflix.com/RoleDisplay/Billy_Connolly/18845"">Billy Connolly</a>): He's just learned he has a brain tumor and that his wife has left him because he's boring. But it looks as if Joe's luck may change when he meets the gorgeous Hush (<a href=""http://www.netflix.com/RoleDisplay/Sharon_Stone/89397"">Sharon Stone</a>) at the racetrack. Guess again! Hush is a con artist on the make. Can the world's nicest guy turn her around?",2.9,2000,5880,R,0,2009-10-07 05:06:22
ApQzI,Dogtown,Movie,After a failed stint as an actor in Hollywood; Philip returns to his hometown; where he's greeted like a conquering hero. He uses his fame to charm his old sweetheart; Dorothy.,2.4,1998,5940,NR,0,2010-08-28 17:05:57
ApQzt,Cinderella II: Dreams Come True,Movie,"This sequel to Disney's animated classic picks up at ""happily ever after"" with three short stories involving Cinderella adjusting to her new life as a princess and wife to dashing Prince Charming.",3.3,2002,4380,G,0,2009-10-07 05:06:22
ApQzU,Falling in Love,Movie,Robert De Niro and Meryl Streep star in this tale of two married strangers whose chance meeting and ensuing friendship lead to a forbidden love affair. But can their stolen moments result in anything more than heartbreak?,3.3,1984,6360,PG-13,0,2010-10-05 19:00:45
ApQZy,One Night at McCool's,Movie,Trampy femme fatale Jewel Valentine nonchalantly lures three guys into her criminal strategy of happy homemaking: horny bartender Randy; arrogant lawyer Carl and guilt-ridden Det. Dehling.,2.9,2001,5580,R,0,2010-09-15 07:12:34
ApQZZ,Someone Like You,Movie,Jane has it made: She's the talent booker for a popular talk show and has started dating the show's studly executive producer. But when Jane gets summarily dumped; she has no choice but to move in with her womanizing co-worker.,3.5,2001,5820,PG-13,0,2010-10-27 07:07:47
ApR0A,Out Cold,Movie,A merry band of snowboarding dudes lives life to the fullest on Alaska's Bull Mountain. But their girl-chasing; party-hearty days will soon end if the new landowner follows through with plans to build a chic resort; leaving the boys out in the cold.,3.7,2001,5400,PG-13,0,2010-11-05 21:09:00
ApR0C,Domestic Disturbance,Movie,John Travolta stars in this psychological thriller as a down-and-out recovering alcoholic who suspects that his troubled son's dubious allegations that his new stepfather is a cold-blooded killer are true.,3.5,2001,5340,PG-13,0,2010-03-10 18:45:57
ApR0n,America: A Tribute to Heroes,Movie,"This 2-hour; star-studded telethon aired on all the major television networks and many cable channels. It raised millions of dollars for the victims of the Sept. 11; 2001 terrorist attacks. Celebrities include <a href=""http://www.netflix.com/RoleDisplay/Muhammad_Ali/1346"">Muhammad Ali</a>; Halle Berry; <a href=""http://www.netflix.com/RoleDisplay/Neil_Young/20006888"">Neil Young</a>; <a href=""http://www.netflix.com/RoleDisplay/Julia_Roberts/78726"">Julia Roberts</a>; <a href=""http://www.netflix.com/RoleDisplay/George_Clooney/17794"">George Clooney</a>; Al Pacino; <a href=""http://www.netflix.com/RoleDisplay/Robert_De_Niro/22588"">Robert De Niro</a>; Sarah Jessica Parker and <a href=""http://www.netflix.com/RoleDisplay/Bruce_Springsteen/20004342"">Bruce Springsteen</a> -- among many others. United we stand!",3.3,2001,7200,NR,0,2009-10-07 05:06:22
ApR0u,Waking Life,Movie,Director Richard Linklater's mesmerizing animated film follows a young man as he floats in and out of philosophical discussions with a succession of eccentrics and passionate thinkers; all the while uncertain whether he's conscious or dreaming.,3.6,2001,6000,R,0,2009-10-07 05:06:22
ApR0w,Fatal Error,Movie,Seven executives die while on a video conference call; the victims of a rapidly spreading virus. Dr. Samantha Craig and disgraced doctor Nick Baldwin investigate; tracking the disease to a rival firm able to spread computer viruses to humans.,2.7,1999,5460,NR,0,2010-09-30 18:56:06
ApR0Z,Blankman,Movie,"Damon Wayans; of ""In Living Color"" fame; is the hopelessly nerdy titular superhero -- without superpowers -- in this goofy comedy directed by Mike Binder (TV's ""The Mind of the Married Man"").",3,1994,5760,PG-13,0,2010-10-18 05:23:41
18-Apr,Sand,Movie,In the wake of his mother's death; Tyler Briggs seeks solace on the sandy shores where she spent her childhood and finds love with a beautiful local. But his respite from grief is cut short when his fugitive father and half-brothers show up.,2.3,2000,5340,R,0,2010-10-10 07:14:19
ApR1g,F. Scott Fitzgerald: Winter Dreams,Movie,"Part of PBS's ""American Masters"" series; this documentary profiles iconic American author F. Scott Fitzgerald. Through interviews with literary scholars and personal acquaintances; the film traces the arc of the author's life and career. Beginning with his childhood in Minnesota; the film follows Fitzgerald through his college years and early career. Special attention is paid to his famously troubled marriage and his hedonistic lifestyle.",3.3,2001,5400,NR,0,2010-09-17 15:40:47
ApR1I,Uprising: Bonus Material,Movie,"Special features on this Bonus Disc include two documentaries: ""Resistance;"" a historical documentary about real Uprising survivors Kazik Rotem and Marek Edelman; and ""Breaking Down the Walls: The Road to Re-creating the Warsaw Ghetto;"" a documentary featuring behind-the-scenes footage. The disc is also Web enabled for DVD-ROM PC users.",3,2001,2700,NR,0,2009-10-07 05:06:22
ApR1M,Follow That Bird,Movie,"After the Feathered Friends Society decides that Big Bird should be living with ""his own kind;"" he's shipped to a new home with the Dodo family. But homesick and lonely; Big Bird flies the coop on a cross-country journey back to his friends.",3.4,1985,5280,G,0,2010-07-12 21:17:45
ApR1o,Intersection,Movie,In the wake of a terrible car wreck; award-winning architect Vincent Eastman sees his life in flashbacks; recalling his separation from his beautiful but aloof wife and his affair with a joyful and passionate journalist.,3.1,1994,5880,R,0,2010-08-24 07:56:17
ApR1P,Baby's Day Out,Movie,After three bumbling hoodlums kidnap a toddler from a wealthy family; they discover that orchestrating the crime was much easier than holding onto the tiny heir.,3.3,1994,5940,PG,0,2010-10-18 07:21:02
ApR1Q,The Sandlot,Movie,Eager to make friends; new-kid-in-town Scotty heads for the neighborhood sandlot; hoping to join a pickup baseball game. He's not any good; but the others grow to accept him as they teach him about the sport.,4,1993,6060,PG,0,2010-06-29 18:35:09
ApR1R,Rookie of the Year,Movie,After slipping on a baseball; klutzy Little Leaguer Henry breaks his arm; putting him out of commission for months. When the doctor finally removes the cast; an astounded Henry discovers that -- miraculously -- he can hurl a 100-mph fastball.,3.4,1993,6180,PG,0,2010-06-20 07:07:26
ApR1S,My Bodyguard,Movie,Tormented by a gang of bullies -- led by Matt Dillon; in one of his first film roles -- sheltered new kid Clifford seeks protection from older student Linderman; a burly loner who's rumored to have killed -- and possibly eaten -- his own brother.,3.6,1980,5760,PG,0,2010-07-01 07:07:54
ApR1v,Lisa Picard Is Famous,Movie,Actress Lisa Picard thinks she's hit the big time once she wins a bit part in a TV movie. She's wrong. And the fact that her pal Tate just sold his play to Spike Lee isn't helping matters.,2.4,2000,5220,PG-13,0,2010-11-03 21:33:46
24-Apr,Bojangles,Movie,"Bill ""Bojangles"" Robinson headlined vaudeville and Broadway for almost 30 years and danced alongside Shirley Temple in countless Hollywood movies in the 1930's.  During his lifetime; Bojangles single-handedly broke racial barriers; and earned more money than any African-American performer of his time.",3.3,2001,6060,NR,0,2009-10-07 05:06:22
28-Apr,Maze,Movie,Gifted artist Lyle Maze is reconciled to a life sans romance thanks to his dual afflictions: Tourette's Syndrome and obsessive-compulsive disorder.,3,2000,5820,R,0,2010-08-13 17:45:45
ApR2a,Air Bud: Seventh Inning Fetch,Movie,When Andrea joins the baseball team; golden retriever Buddy follows suit; proving his abilities at yet another sport. But while Buddy and Andrea are busy catching fly balls; two scheming scientists are dognapping Buddy's puppies.,3.3,2001,5580,G,0,2010-06-08 08:13:38
ApR2f,Tom and Jerry: The Magic Ring,Movie,When a young wizard leaves Tom to guard his priceless magic ring; Jerry gets the ring stuck on his head. A long series of chases; slapstick and cartoon violence through the big city ensues.,3.7,2001,3720,NR,0,2010-08-25 18:58:07
ApR2g,Scooby-Doo and the Reluctant Werewolf,Movie,In need of a driver for the Monster Road Rally; Count Dracula transforms Shaggy into a werewolf and tells him he's been chosen to drive in the monsterrific cross-country road race.,3.4,1989,5460,NR,0,2010-11-01 19:10:19
ApR2H,Mrs. Winterbourne,Movie,Pregnant 18-year-old Connie (Ricki Lake) has been kicked out by her boyfriend. On a train; she meets Hugh Winterbourne (Brendan Fraser) and his pregnant wife; Patricia (Ricki Lake again).,3.5,1996,6360,PG-13,0,2010-11-12 18:16:52
ApR2J,Nothing in Common,Movie,David Basner is a self-made man on the fast track. He loves his job; his bank account is healthy and women find him irresistible. Then he learns his parents are divorcing.,3,1986,7200,PG,0,2010-05-11 18:24:14
ApR2K,Punchline,Movie,When restless New Jersey housewife Lilah decides to pursue a career in stand-up comedy; abrasive comic Steven Gold agrees to mentor her and show her the ropes. But in the dog-eat-dog world of comedy; the need to succeed could doom their friendship.,2.8,1988,7320,R,0,2010-01-14 02:07:45
ApR2n,The Master of Disguise,Movie,Simple but sweet-natured Pistachio Disguisey discovers his keen hereditary talent for imitation when his father is kidnapped by criminal mastermind Devlin Bowman in this lighthearted family comedy.,2.9,2002,4800,PG,0,2010-03-28 07:09:35
ApR2q,Orange County,Movie,High schooler Shaun Brumder dreams of getting himself out of the surf and sun of Orange County and knows that his best shot is college.,3.3,2002,4980,PG-13,0,2010-01-13 08:45:08
ApR2r,Collateral Damage,Movie,"Firefighter Gordon Brewer's family is the ""collateral damage"" of a terrorist bombing in Los Angeles. When the U.S. government turns to peace talks with the perpetrators instead of justice for his family; Brewer heads to Colombia intent on payback.",3.1,2002,6480,R,1,2010-08-02 23:03:38
ApR2t,Frailty,Movie,Fenton Meiks approaches FBI agent Wesley Doyle to confess his disturbed family's role in a series of notorious Texas murders in this gripping thriller; which is actor Bill Paxton's directorial feature debut.,3.6,2002,5940,R,1,2010-10-18 17:51:15
ApR2w,Stuart Little 2,Movie,The lovable mouse is back! In this sequel to the 1999 blockbuster based on E.B. White's book; Stuart; an adorable white mouse; still lives happily with his adoptive family; the Littles; on the east side of Manhattan's Central Park.,3.3,2002,4620,PG,0,2010-07-02 17:43:16
ApR2X,The Adventures of Huck Finn,Movie,Follow a mischievous youngster; Huck; and a runaway slave; Jim; on a wild expedition to freedom. As the pair take the ride of their lives down the Mississippi River; they run into an entertaining assortment of offbeat characters.,3.4,1993,6480,PG,0,2010-07-27 18:01:59
ApR2Y,The Jungle Book,Movie,Raised by wild animals since childhood; Mowgli is drawn away from the jungle by the beautiful Kitty. But Mowgli must eventually face corrupt Capt. Boone; who wants both Kitty's hand and the treaures of Monkey City -- a place only Mowgli can find.,3.3,1994,6660,PG,0,2010-08-04 19:32:55
Apr-45,FernGully: The Last Rainforest,Movie,When a sprite named Crysta shrinks a human boy; Zak; down to her size; he vows to help the magical fairy folk stop a greedy logging company from destroying their home; the pristine rainforest known as FernGully.,3.7,1992,4800,G,0,2010-01-10 08:08:29
ApR4m,Nightmaster,Movie,By day; Robbie and Amy are ordinary students. By night; they take part in a highly competitive simulated war game that tests athletic prowess and intellectual superiority. It's all good fun until their instructor; Steve; pushes them too far.,1.9,1986,5460,R,0,2010-10-05 17:03:38
ApR4O,Some Folks Call It a Sling Blade,Movie,The short film that inspired the Oscar-winning feature takes a controversial look inside the mind of mentally challenged murderer Karl Childers.,3.8,1993,1320,NR,0,2010-06-14 21:05:56
ApR4y,Brotherhood of Murder,Movie,"Struggling to find a job and support his family after his recent discharge from the military; Tom Martinez falls in with a group of neo-Nazis called ""the Order;"" led by white supremacist Bob Matthews.",2.4,1999,5580,NR,0,2010-03-02 20:49:27
ApR4z,The Passion of Ayn Rand,Movie,In this illuminating; made-for-television drama; novelist and iconoclast Ayn Rand uses her objectivist philosophy to rationalize a torrid; 15-year affair with her handsome young protégé; Nathaniel Branden.,3,1999,6300,NR,0,2010-09-17 15:40:47
ApR5b,Jackson Pollock: Love and Death on Long Island,Movie,Not to be confused with the 1999 Ed Harris biopic; this British documentary profiles the artist Jackson Pollock.,3.5,1999,2760,NR,0,2010-09-17 15:40:47
ApR5t,Double Bang,Movie,When his ex-partner; Vinnie; is killed; honest cop Billy loses all self-control and starts taking matters into his own hands. In the dark underworld of murderers and thieves; Billy doles out vicious beatings while looking for his friend's killer.,2.6,2001,5580,R,0,2009-10-07 05:06:22
Apr-62,The First Year,Movie,This fascinating documentary chronicles the emotional turmoil of five Los Angeles schoolteachers charged with educating inner-city youth; making it clear that the teachers helping these disadvantaged children are real heroes.,3.1,2001,4800,NR,0,2010-09-17 15:40:48
Apr-63,In Love and War,Movie,Captured and imprisoned while leading an ill-fated raid behind enemy lines; British commando Eric Newby escapes and is taken in by a pretty Italian and her family; who teach him the language to help him elude his Nazi pursuers.,3.3,2001,5880,NR,0,2010-09-17 15:40:47
Apr-64,The Runaway,Movie,"Part of the ""Hallmark Hall of Fame"" series; this made-for-television movie combines murder mystery with coming-of-age drama. Growing up in the segregated south; Luke (Cody Newton) and Joshua (Duane McLaughlin) overcome societal prejudice to become best friends. When their youthful antics lead to the discovery of a racially motivated triple-homicide; local sheriff Frank Richards (<a href=""http://www.netflix.com/RoleDisplay/Dean_Cain/20002100"">Dean Cain</a>) vows to get to the bottom of things.",3.4,2001,5880,NR,0,2009-10-07 05:06:22
Apr-65,Follow the Stars Home,Movie,"Produced for television's ""Hallmark Hall of Fame"" series; this story follows Dianne in her new marriage to young; successful Mark. A pregnancy follows; but the baby has severe genetic abnormalities; and Mark; unable to cope; walks out.",3.8,2001,5880,NR,0,2010-11-05 05:55:14
Apr-67,Balto,Movie,Stray Balto (voiced by Kevin Bacon); who is half wolf and half dog; endures the taunts of disapproving humans and the evil canine pack-leader Steele as he guides a precious cargo of serum through the Alaskan winter.,3.8,1995,4680,G,0,2010-04-08 08:20:42
ApR6A,In the Bedroom,Movie,Set in a tranquil town on the Maine coast; this character-driven drama tells the story of a couple (Sissy Spacek and Tom Wilkinson; in a pair of stunning performances) whose teenage son is involved in a love affair with a single mother.,3.3,2001,7800,R,0,2010-10-04 17:25:24
ApR6b,Pinero,Movie,Benjamin Bratt stars in the true story of the late Latino poet-playwright-actor Miguel Pinero; whose creative and turbulent life was cut short at the age of 40. After a difficult childhood; he took to the New York City streets in the 1970s.,3,2002,5640,R,0,2010-06-28 07:04:51
ApR6d,Tombstone,Movie,In this fictionalized drama based on real-life characters; legendary marshal Wyatt Earp; now a weary gunfighter; joins his brothers Morgan and Virgil to pursue their collective fortune in the thriving mining town of Tombstone.,4.1,1993,7800,R,1,2010-10-21 16:40:16
ApR6E,The Mothman Prophecies,Movie,Reporter John Klein is plunged into a world of impossible terror and unthinkable chaos when fate draws him to a sleepy West Virginia town whose residents are being visited by a great winged shape that sows hideous nightmares and fevered visions.,3.3,2002,7140,PG-13,0,2010-11-09 17:47:13
ApR6g,Attack of the 50 Ft. Woman,Movie,"On her way home from a motel -- where she just found her husband cheating on her and gave him a good tongue-lashing -- Nancy (<a href=""http://www.netflix.com/RoleDisplay/Daryl_Hannah/39057"">Daryl Hannah</a>) encounters aliens who zap her with some kind of laser. As a result; she finds herself growing every time she gets angry. Her incredible anger makes her 50 ft. tall; and now she's a giant canvassing the terrified town in search of her two-timing husband!",2.4,1993,5400,R,0,2010-09-17 15:40:47
ApR6h,House Arrest,Movie,High schooler Grover Beindorf and his sister; Stacy; decide that their parents are acting childishly when they announce they're divorcing after 18 years of marriage. So; the kids lock mom and dad in the basement until they sort out their problems.,3.3,1996,6660,PG,0,2010-02-12 00:35:36
ApR6i,The Positively True Adventures of the Alleged Texas Cheerleader-Murdering Mom,Movie,"The title is almost a summary in itself. In this fact-based dark comedy; Wanda (<a href=""http://www.netflix.com/RoleDisplay/Holly_Hunter/44068"">Holly Hunter</a>) and Verna (<a href=""http://www.netflix.com/RoleDisplay/Elizabeth_Ruscio/20019447"">Elizabeth Ruscio</a>) both want their daughters to join the high school cheerleading squad. Since Verna's child seems most likely to win; Wanda decides to hire a hit man to kill either Verna or her daughter -- or both. When the story gets out; Wanda's trial turns into a media circus.",2.9,1993,5460,R,0,2010-09-17 15:40:47
ApR6J,Dragonfly,Movie,Dr. Joe Darrow's world is shattered when his wife is killed while performing medical relief work in Central America; and his patients -- after their own near-death experiences -- begin delivering messages from the great beyond.,3.7,2002,6300,PG-13,0,2010-10-17 13:15:40
ApR6K,The Queen of the Damned,Movie,What's left to do when you've lived the eternal nightlife for centuries and must subsist off the blood of the living? If you're the vampire Lestat; the answer is simple: become a rock star.,3.4,2002,6060,R,0,2010-11-01 22:43:45
ApR6m,Joe Versus the Volcano,Movie,"When office drone Joe learns he has a ""brain cloud"" and will die soon; he quits his oppressive job and travels to the island of Waponi Woo; whose natives need a human sacrifice to appease their volcano god.",3,1990,6120,PG,0,2009-12-28 20:14:37
ApR6n,Barcelona,Movie,Ted; a conservative; idealistic Chicago yuppie working in sales at his company's Barcelona office; is visited by his shallow; belligerent cousin Fred; a U.S. Navy officer.,3.1,1994,6120,PG-13,0,2010-04-05 17:24:32
ApR6R,The Man Who Loved Women,Movie,"Based on the Francois Truffaut film of the same name; this comedy from Pink Panther director <a href=""http://www.netflix.com/RoleDisplay/Blake_Edwards/27120"">Blake Edwards</a> follows the romantic exploits of David Fowler (<a href=""http://www.netflix.com/RoleDisplay/Burt_Reynolds/77636"">Burt Reynolds</a>). A part-time sculptor and full-time lothario; Fowler undergoes a midlife crisis that leads him to seduce a series of beautiful women (including <a href=""http://www.netflix.com/RoleDisplay/Kim_Basinger/5831"">Kim Basinger</a> and Sela Ward). To cope; he turns to an attractive psychiatrist (<a href=""http://www.netflix.com/RoleDisplay/Julie_Andrews/2373"">Julie Andrews</a>); who gives him a new lease on life.",2.3,1983,6600,R,0,2010-04-27 20:30:18
ApR6s,Batman & Mr. Freeze: Subzero,Movie,This breathtaking animated adventure explodes into action when surprisingly sympathetic supercriminal Mr. Freeze plots to save his cryogenically preserved and terminally ill wife by kidnapping Batgirl; who's the only match for his wife's blood type.,3.5,1998,4020,NR,0,2010-06-14 21:05:56
ApR6t,The Batman Superman Movie,Movie,In this animated superstory; the Joker solicits the help of Lex Luthor in a fiendish new scheme; and only the combined superpowers of Batman and Superman can save Metropolis from disaster.,3.7,1998,4080,NR,0,2010-09-17 15:40:47
ApR6V,King of the Jungle,Movie,"A great cast (<a href=""http://www.netflix.com/RoleDisplay/John_Leguizamo/54109"">John Leguizamo</a>; <a href=""http://www.netflix.com/RoleDisplay/Rosie_Perez/72672"">Rosie Perez</a>; <a href=""http://www.netflix.com/RoleDisplay/Annabella_Sciorra/83432"">Annabella Sciorra</a> and <a href=""http://www.netflix.com/RoleDisplay/Marisa_Tomei/92964"">Marisa Tomei</a>) shines in this powerful; heartfelt drama about overcoming prejudice and long odds. Leguizamo stars as Seymour; a mentally challenged New York man. After he witnesses the assassination of his mother; a renowned civil rights activist; Seymour's determined to hunt down her killers and bring them to justice. Acclaimed screenwriter and playwright <a href=""http://www.netflix.com/RoleDisplay/Seth_Zvi_Rosenfeld/170019"">Seth Zvi Rosenfeld</a> directs.",3,2000,5220,R,0,2009-10-07 05:06:22
Apr-74,The Babysitter,Movie,This suburban thriller stars Alicia Silverstone as an attractive; naive teen who accepts what sounds like a simple baby-sitting job one evening and ends up receiving all kinds of attention she wasn't expecting.,2.7,1995,5400,R,0,2010-09-14 18:19:24
Apr-75,Donnie Darko,Movie,Writer-director Richard Kelly's trippy; mind-bending feature debut stars Jake Gyllenhaal as a troubled Midwestern teenager plagued by incessant sleepwalking; family drama and visions of a menacing 6-foot-tall; doomsday-prophesizing rabbit.,3.9,2001,6780,R,0,2010-09-15 07:12:34
Apr-76,All the Right Moves,Movie,Tom Cruise plays high school senior Stefen Djordjevic; a gridiron hero eager to earn a football scholarship and leave behind his bleak steel-mill hometown. But a falling-out with his stern; ambitious coach soon jeopardizes Stefen's college plans.,3.3,1983,5580,R,0,2010-05-14 03:23:11
Apr-77,Less Than Zero,Movie,When Clay comes home from college; he finds that his former girlfriend and his best friend have established a relationship -- and with it; a fondness for clubs; wild parties and endless amounts of cocaine.,3.5,1987,5880,R,0,2010-07-16 18:56:10
Apr-78,Say Anything,Movie,A budding romance between noble underachiever Lloyd Dobler and high school valedictorian Diane Court is threatened when Diane's overly possessive; disapproving father interferes with their relationship.,3.8,1989,6000,PG-13,1,2010-10-24 07:19:19
Apr-79,Taps,Movie,Student cadet Brian Moreland leads his fellow military classmates in an armed revolt to prevent authorities from turning their school into condominiums. But the young men soon discover that playing soldier has serious consequences.,3.6,1981,7560,PG,0,2010-10-17 19:13:50
ApR7C,Jackie Chan Adventures: The Shadow of Shendu,Movie,Charting the adventures of a cartoon character inspired and voiced by Jackie Chan (who doubles as an archaeologist and a secret agent); this collection from the animated children's series features three interrelated installments.,3.4,2001,3600,NR,0,2010-09-30 02:23:49
ApR7D,Jackie Chan Adventures: The Dark Hand Returns,Movie,"This video features 3 episodes. ""Enter...The Viper"" - Jackie and Jade tangle with the jewel thief Viper. ""Project A; for Astral"" - The powerful dragon spirit Shendu has other plans for Jade and the world; unless Jackie can stop him.",3.4,2001,3600,NR,0,2010-09-30 02:22:55
ApR7e,Twin Peaks: Fire Walk With Me,Movie,"Originally filmed as a prequel to director David Lynch's cult television series ""Twin Peaks;"" this movie appeared in theaters after the show was canceled and attempted to answer the big questions for diehard fans.",3.5,1992,8100,R,0,2009-12-04 17:17:55
ApR7G,Hidden Agenda,Movie,This politically charged thriller stars Frances McDormand as Ingrid Jessner; a member of a panel investigating British atrocities in Northern Ireland who's determined to find out the truth behind the assassination of her boyfriend.,2.9,1990,6540,R,0,2010-07-29 02:35:42
ApR7H,1969,Movie,Two college buddies and their families deal with the sad consequences of the Vietnam War. The two small-town teenagers learn through love; death and war what friendship and freedom mean in America.,3,1988,5760,R,0,2010-07-20 20:35:50
ApR7J,Best Men,Movie,On the way to his wedding; ex-con Jesse stops at a bank so his groomsman Billy can make a withdrawal. No problem; except Billy is a bank robber; and soon; Jesse's entire oddball wedding party is involved in the heist.,2.9,1997,5400,R,0,2010-11-01 07:11:00
